"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111099548",85.9341825574504,-1.26845515863397,0.202657621192145,-5.02549646365554,5.02131820799712e-07,0.000238942572483465,"kinesin-like protein KIF17"
"2","LOC111099571",62.2180905839467,-1.38657305375593,0.315341283429793,-3.60426342340606,0.000313039438512298,0.0282899359240152,"histone RNA hairpin-binding protein-like"
"3","LOC111099930",71.3357827886911,-1.15857739289177,0.218863906732063,-4.15133498463987,3.30541546692488e-05,0.00665710675038671,"uncharacterized LOC111099930, transcript variant X1"
"4","LOC111099978",74.2564318470995,1.20961432144585,0.262930090217114,3.64969380512307,0.000262553087105779,0.0266293051943689,"oncoprotein-induced transcript 3 protein-like, transcript variant X1"
"5","LOC111100608",45.7965188556903,-1.471240728393,0.290682727077015,-4.20128413089175,2.65405243379694e-05,0.00586655649729565,"DDRGK domain-containing protein 1-like"
"6","LOC111100625",76.8796621622883,-1.21864741378836,0.266435900932165,-3.63557392378206,0.000277362440018288,0.0275258395407567,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like, transcript variant X2"
"7","LOC111100898",76.6554626896491,-1.3036668207354,0.253111702977053,-4.16285303422312,3.14295671394978e-05,0.00651608878724471,"uncharacterized LOC111100898, transcript variant X3"
"8","LOC111100915",42.39425361293,1.75192193303563,0.311680794145728,4.81878242498767,1.44436958803521e-06,0.000550343850057308,"uncharacterized LOC111100915, transcript variant X2"
"9","LOC111101237",74.0858627415451,-1.19343471949655,0.211998467542511,-4.45019593977662,8.57919797816105e-06,0.00237155947247283,"putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1"
"10","LOC111101375",81.3323344721902,-1.21106542077487,0.240357987362824,-3.99847507178583,6.3751893855067e-05,0.0112346774946092,"mu-type opioid receptor-like"
"11","LOC111101401",17.408336644714,-1.75431607378294,0.374387021167388,-4.01807752066908,5.8674895565389e-05,0.0106318919964742,"von Willebrand factor D and EGF domain-containing protein-like, transcript variant X2"
"12","LOC111101496",6.28894473874277,-1.5875807219499,0.385397595488327,-3.47065144569748,0.000519197468861181,0.040647221417897,"heat shock 70 kDa protein 12A-like"
"13","LOC111101764",37.6378863381335,-1.33981680449501,0.312142204882477,-3.49141124605476,0.000480476070404848,0.038981490315147,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"14","LOC111101795",8.72479553754938,-1.60925895348515,0.39016522008501,-3.48380348506972,0.000494342311500724,0.0395979426564614,"upstream activation factor subunit spp27-like"
"15","LOC111101872",51.6889916791517,-1.70911631055691,0.27562650250987,-5.29381716660087,1.19789200828463e-07,9.93404796046868e-05,"DNA ligase 1-like, transcript variant X3"
"16","LOC111101873",35.73663004877,-1.89081327196009,0.275888033361485,-5.94738833710196,2.72454503130331e-09,7.68212717026281e-06,"uncharacterized LOC111101873"
"17","LOC111101925",41.4725552906717,-1.65949386204453,0.321924724176031,-4.37833367925417,1.19590154464705e-05,0.00312218888452484,"protein DJ-1-like"
"18","LOC111101984",20.2745667669285,-1.79932178178359,0.356069777747588,-4.35117462533392,1.35410151592874e-05,0.00334914441606376,"von Willebrand factor D and EGF domain-containing protein-like"
"19","LOC111102125",126.704125707304,-1.1959760282001,0.237592629164372,-3.98150410442929,6.84805383766314e-05,0.0116317907232982,"uncharacterized LOC111102125"
