"","symbol","baseMean","log2FC","lfcSE","stat","pvalue","padj","name"
"1","LOC111099029",22.8068654972544,-1.31215294889981,0.297120567576477,-3.57482135135738,0.000350467118065638,0.0178336250649978,"transient receptor potential cation channel subfamily M member 6-like"
"4","LOC111099585",35.903133866473,1.00962481249719,0.201292061686268,3.77374450901661,0.000160815454884876,0.0101744908449264,"lys-63-specific deubiquitinase BRCC36-like"
"5","LOC111099623",17.1672195903418,-1.27318807754265,0.266434637449492,-3.84029676973446,0.000122885666884421,0.00851519648863398,"methionine--tRNA ligase, mitochondrial-like"
"6","LOC111100220",15.8481595760614,-1.39308242517663,0.289946468296298,-3.94239126930324,8.06732265126556e-05,0.00634556703317114,"proteasomal ATPase-associated factor 1-like, transcript variant X2"
"7","LOC111100492",9.39764390889927,1.49913771530823,0.338284843475575,3.69256187322628,0.000222006304422319,0.0127522173941531,"uncharacterized LOC111100492, transcript variant X1"
"10","LOC111101148",33.827760772699,1.03637127337121,0.242007633333809,3.24936557801275,0.001156627286026,0.0427903086198856,"ADP-ribosylation factor GTPase-activating protein 2-like, transcript variant X1"
"13","LOC111101764",18.5403083570599,-1.43547225202368,0.291199780142755,-4.07099295007203,4.68131663740225e-05,0.00427303576048229,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"15","LOC111101925",18.3116160922507,-1.51125901444444,0.330099948529399,-3.82083977917406,0.000132998036192937,0.00891176249185302,"protein DJ-1-like"
"16","LOC111102525",10.4306842160823,1.36209439500894,0.32443866815411,3.42774923018944,0.000608607367282248,0.0272500047371349,"ATP-binding cassette sub-family B member 7, mitochondrial-like, transcript variant X1"
"18","LOC111103260",14.9508221286208,-1.35738279734804,0.261418551410725,-4.2360528408261,2.27483265675977e-05,0.00257942388651552,"glucose-6-phosphate exchanger SLC37A4-like"
"19","LOC111103273",21.22014560056,1.3042732917586,0.284984791405339,3.69940194548518,0.000216108113000561,0.012578932897386,"T-complex protein 11-like protein 1, transcript variant X1"
"20","LOC111103294",37.3881791793938,-1.19784597620831,0.211450403820498,-4.482592414498,7.37416911627773e-06,0.00107306450923701,"wiskott-Aldrich syndrome protein family member 2-like, transcript variant X1"
"21","LOC111103326",3.30085574043451,1.41851355384191,0.360051005983281,3.24541116237339,0.00117281151698025,0.0432059803998084,"glycoprotein endo-alpha-1,2-mannosidase-like"
"23","LOC111103366",44.5430537943553,0.880323334198634,0.173309994560463,3.63697048053816,0.000275863531928704,0.0147341959079341,"prickle-like protein 3, transcript variant X1"
"24","LOC111103625",57.6005851997118,1.26224634550676,0.162650010869001,6.22346312858245,4.86299142474196e-10,6.81623326885451e-07,"transmembrane protein 39A-like, transcript variant X3"
"25","LOC111104302",49.6636049504695,-1.02363515403708,0.23353544402807,-3.31270979981991,0.000923967974683451,0.0368363670637498,"tyrosine-protein kinase JAK2-like, transcript variant X2"
"26","LOC111104327",95.4900115674977,-1.10821246921376,0.213524884400579,-4.01926207159879,5.83807042270405e-05,0.00519606155757427,"MAM and LDL-receptor class A domain-containing protein 2-like"
"27","LOC111104335",33.1325669363362,-1.25722564503029,0.311870864318024,-3.22962405363778,0.0012395309299083,0.0445363973211087,"tyrosine-protein kinase JAK2-like"
"28","LOC111104434",13.1538286375563,-1.33596376987802,0.318152281489415,-3.41334585059122,0.000641704496618157,0.0282965755554198,"polycomb protein SCMH1-like, transcript variant X2"
"29","LOC111105060",25.8460039128726,1.12869511672314,0.251506080559939,3.4937330929211,0.000476316968368981,0.0222391628386608,"uncharacterized protein DDB_G0271670-like"
"32","LOC111106504",5.66576201059774,1.50177921590266,0.34440683579471,3.63459457189406,0.000278418116108142,0.0147341959079341,"RNA polymerase II-associated protein 3-like, transcript variant X2"
"33","LOC111106577",27.8031053994144,1.15937225648139,0.283596471388101,3.20657112562205,0.00134327093618605,0.0465400735866682,"rab GDP dissociation inhibitor beta-like"
"36","LOC111106930",11.222834570563,-1.38202400996777,0.348253464356324,-3.25057501455178,0.00115171879961983,0.0427900291041734,"plasma alpha-L-fucosidase-like"
"37","LOC111106958",6.13212580682761,1.42297726886185,0.360764290174262,3.25136744630478,0.00114851317066416,0.0427900291041734,"E3 ubiquitin-protein ligase Trim36-like, transcript variant X2"
"39","LOC111107584",47.8806755424314,1.03278722408476,0.178201453943072,4.3927095248888,1.11946654822275e-05,0.00143736212243129,"ATP-dependent RNA helicase DDX54-like"
"40","LOC111107706",5.61932756642817,-1.54658632362525,0.357877995757847,-3.62298419851041,0.000291223619412531,0.0149569024770048,"uncharacterized LOC111107706"
"41","LOC111107815",54.9988670339337,1.0128935309646,0.179911056081602,4.24039271171067,2.23129066192514e-05,0.00256334194332479,"leucine-rich repeat-containing protein 74A-like, transcript variant X1"
"43","LOC111108287",18.9492218615066,1.51525531120063,0.276385065574116,4.57787148727591,4.69731112570717e-06,0.000788696604587486,"TBC1 domain family member 9-like"
"46","LOC111109530",6.41459036523187,-1.6943801599266,0.361989461256897,-3.99011660425537,6.60408203720217e-05,0.00554425387180886,"uncharacterized LOC111109530"
"47","LOC111110350",31.706079953508,1.08973593101328,0.25098390766599,3.34577598548989,0.000820526570403727,0.0341143689818807,"voltage-dependent calcium channel type D subunit alpha-1-like"
"49","LOC111111088",8.70307005142826,1.48268580181458,0.33857634911985,3.64079122779552,0.00027180147102153,0.0146487570585739,"proteasome activator complex subunit 3-like"
"51","LOC111111498",5.79075644832274,-1.63459642122011,0.358141698134073,-3.86605756446092,0.000110608841442187,0.00788850170363303,"uncharacterized LOC111111498, transcript variant X2"
"52","LOC111111877",2.76896032326925,-1.65944667186251,0.351586964304473,-4.00881379277172,6.10245105415903e-05,0.00527189307041509,"uncharacterized LOC111111877"
