name	term	lev	seq	value
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111101101	-0.387225204666057
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111108074	0.0805978262653378
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111109780	-1.04879575583976
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111113129	-0.333251710899971
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111113355	-0.280479819032344
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111115662	-0.31195975695889
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111122066	0.638894408981115
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111130867	0.451086673190013
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111131811	0.138944912740973
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111134647	-0.297807683549928
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111126137	0.280129413581366
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111129643	0.572062379356526
"supramolecular fiber organization"	GO:0007015;GO:0097435	2	LOC111136722	0.0327016558833022
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111099375	-0.0158235242890128
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111100380	0.14020929387383
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111107373	0.199238986336741
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111118434	-0.634589849686155
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111122215	0.256111776656073
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111123010	0.63793820374769
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111129910	-0.133398541839744
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111130869	0.325093255600693
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111130932	0.192719474165584
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111131374	-0.126848348982042
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111132658	0.112340366708423
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111133654	-0.384247517696783
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111135160	-0.585135576172021
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111136545	0.170786641621899
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111124911	0.797045654891333
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111131756	-0.204216802651413
"negative regulation of cell cycle"	GO:0031570;GO:0000075;GO:0045786	5	LOC111138117	-0.660190053861263
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111104058	-0.746069428856937
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111119263	0.358216713204778
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111121216	-0.308818858888177
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111121481	0.295134898156414
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111128116	0.341490261949784
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111128501	-0.316644277218789
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111128527	0.0952323425655254
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111136220	-0.0488785315056832
"maturation of 5.8S rRNA"	GO:0000460	9	LOC111137506	-0.00720503797579401
"chromatin organization"	GO:0006325	2	LOC111102463	-0.00661247473514482
"chromatin organization"	GO:0006325	2	LOC111105580	-0.48224109199838
"chromatin organization"	GO:0006325	2	LOC111112377	-0.531521281943931
"chromatin organization"	GO:0006325	2	LOC111112464	0.284201465788315
"chromatin organization"	GO:0006325	2	LOC111114783	0.63909034783909
"chromatin organization"	GO:0006325	2	LOC111115365	0.0458248865058654
"chromatin organization"	GO:0006325	2	LOC111115501	0.0972896624485163
"chromatin organization"	GO:0006325	2	LOC111116302	0
"chromatin organization"	GO:0006325	2	LOC111116373	0
"chromatin organization"	GO:0006325	2	LOC111118811	1.27600869919867
"chromatin organization"	GO:0006325	2	LOC111124334	-0.385544901191645
"chromatin organization"	GO:0006325	2	LOC111133731	0.544456930396172
"chromatin organization"	GO:0006325	2	LOC111134510	-0.196593343064873
"chromatin organization"	GO:0006325	2	LOC111136660	-0.328390066321959
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111099375	-0.0158235242890128
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111100321	-0.259369457698271
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111100364	0.0746122677229122
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111100380	0.14020929387383
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111101096	0.0768077892034345
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111101129	-0.323786563933108
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111101410	-0.417797251336053
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111101883	-0.663879875956475
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111103002	0
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111103940	0.0306914018336067
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111104148	-0.606350368801333
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111104183	-0.326473768511891
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111104518	-0.771205560305524
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111104972	-0.208900902618918
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111105774	-0.0922660773743161
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111106097	0.915302560502477
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111106194	0
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111106318	0.18673415038387
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111106905	0.29097588063393
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111107306	0.27971183690058
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111107373	0.199238986336741
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111108043	0.175510988969817
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111108106	-0.0736540865643867
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111108701	-0.326599053564255
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111109397	0.0567880462294029
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111109647	0.129027477338527
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111109809	-1.1160773650774
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111110780	-0.177501810428134
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111111546	-0.35938794084376
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111111551	-0.27351657240425
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111111605	0.0550249569604116
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111112029	0.374798505941149
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111112044	-0.144664169894489
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111112572	-0.049639613618747
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111112990	0.369731980201663
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111113039	0.636721034769475
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111113134	-0.416016241226913
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111113248	-0.421374621330146
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111113319	-0.366695947224762
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111113417	0.0305465406285317
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111114430	0.950282410178841
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111115973	0.552575075601625
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111116059	0.719772610515369
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111116220	-0.18914340740804
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111117946	-0.0439633720341277
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111118434	-0.634589849686155
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111118848	0.092380552469986
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111118849	-0.0793748273485245
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111119203	0.612900126206125
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111119662	-0.0920457301288591
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111119953	0.179505380602133
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111120501	-0.496351791507943
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121057	-0.0985357151908167
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121165	-0.0879724469496326
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121210	-0.219515086726919
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121413	0.084994623546998
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121525	0
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121527	0.111727778746048
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111121832	0
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111122215	0.256111776656073
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111122313	0.238055198795979
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111122401	-0.46773941905422
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111123010	0.63793820374769
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111123735	0.233121051074721
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111123801	-0.0522872761100852
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111124637	0.0132755831536064
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111124911	0.797045654891333
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125124	-0.295091275008122
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125280	-0.787300262894897
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125289	-0.0176899352367163
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125302	0.374639550748398
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125483	0.266079270670289
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125645	0.296460535534103
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111125680	-0.0510327448416112
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111126890	-0.436445507856529
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111126987	0.246673701656864
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111127416	-0.286486432674762
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111127784	-0.416310757672137
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111127937	-0.0691951475045829
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111128424	0.00964352659532438
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111128500	-0.65369835098839
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111128754	1.0576815525736
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111128793	-0.214664768951956
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129063	0.378581010354761
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129124	-0.989567976687115
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129219	0.412032306326036
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129287	-0.0494054575368929
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129335	-0.64554695004215
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129823	0.0875125186616319
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129852	0.384026758211276
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111129910	-0.133398541839744
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111130065	0.0934380419739808
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111130263	0.109040907503071
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111130305	0.118283815029541
"negative regulation of biological process"	GO:0048519;GO:0010629;GO:0010605;GO:0009892	3	LOC111130565	-0.147086125704901
